ticker,sector,industry,next_earnings,marketCap,shortName,longName
AVGO,Technology,Semiconductors,2025-03-06,934800195584,Broadcom Inc.,Broadcom Inc.
CDNS,Technology,Software - Application,2025-04-21,68664053760,"Cadence Design Systems, Inc.","Cadence Design Systems, Inc."
CDW,Technology,Information Technology Services,2025-04-29,23610073088,CDW Corporation,CDW Corporation
CHTR,Communication Services,Telecom Services,2025-04-24,51608035328,"Charter Communications, Inc.","Charter Communications, Inc."
CTAS,Industrials,Specialty Business Services,2025-03-25,83735379968,Cintas Corporation,Cintas Corporation
CSCO,Technology,Communication Equipment,2025-05-13,255048171520,"Cisco Systems, Inc.","Cisco Systems, Inc."
CCEP,Consumer Defensive,Beverages - Non-Alcoholic,2025-02-14,39828574208,Coca-Cola Europacific Partners ,Coca-Cola Europacific Partners PLC
CTSH,Technology,Information Technology Services,2025-04-29,41216352256,Cognizant Technology Solutions ,Cognizant Technology Solutions Corporation
CMCSA,Communication Services,Telecom Services,2025-04-23,135663001600,Comcast Corporation,Comcast Corporation
CEG,Utilities,Utilities - Renewable,2025-02-18,78382252032,Constellation Energy Corporatio,Constellation Energy Corporation
CPRT,Industrials,Specialty Business Services,2025-05-14,52941893632,"Copart, Inc.","Copart, Inc."
CSGP,Real Estate,Real Estate Services,2025-04-21,31272108032,"CoStar Group, Inc.","CoStar Group, Inc."
COST,Consumer Defensive,Discount Stores,2025-03-06,465476943872,Costco Wholesale Corporation,Costco Wholesale Corporation
CRWD,Technology,Software - Infrastructure,2025-03-04,95977545728,"CrowdStrike Holdings, Inc.","CrowdStrike Holdings, Inc."
CSX,Industrials,Railroads,2025-04-15,60646785024,CSX Corporation,CSX Corporation
DDOG,Technology,Software - Application,2025-05-05,39949144064,"Datadog, Inc.","Datadog, Inc."
DXCM,Healthcare,Medical Devices,2025-04-23,34532524032,"DexCom, Inc.","DexCom, Inc."
FANG,Energy,Oil & Gas E&P,2025-04-28,46009540608,"Diamondback Energy, Inc.","Diamondback Energy, Inc."
DASH,Communication Services,Internet Content & Information,2025-04-29,83363848192,"DoorDash, Inc.","DoorDash, Inc."
EA,Communication Services,Electronic Gaming & Multimedia,2025-05-06,33650995200,Electronic Arts Inc.,Electronic Arts Inc.
EXC,Utilities,Utilities - Regulated Electric,2025-04-30,44430725120,Exelon Corporation,Exelon Corporation
FAST,Industrials,Industrial Distribution,2025-04-11,43427446784,Fastenal Company,Fastenal Company
FTNT,Technology,Software - Infrastructure,2025-04-30,83056885760,"Fortinet, Inc.","Fortinet, Inc."
GEHC,Healthcare,Health Information Services,2025-04-30,39944978432,GE HealthCare Technologies Inc.,GE HealthCare Technologies Inc.
GILD,Healthcare,Drug Manufacturers - General,2025-04-24,142461108224,"Gilead Sciences, Inc.","Gilead Sciences, Inc."
GFS,Technology,Semiconductors,2025-02-11,21426434048,GlobalFoundries Inc.,GLOBALFOUNDRIES Inc.
HON,Industrials,Conglomerates,2025-04-23,138361257984,Honeywell International Inc.,Honeywell International Inc.
IDXX,Healthcare,Diagnostics & Research,2025-05-01,35549368320,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc."
INTC,Technology,Semiconductors,2025-04-23,102750896128,Intel Corporation,Intel Corporation
INTU,Technology,Software - Application,2025-05-21,171606343680,Intuit Inc.,Intuit Inc.
ISRG,Healthcare,Medical Instruments & Supplies,2025-04-16,204417957888,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc."
KDP,Consumer Defensive,Beverages - Non-Alcoholic,2025-04-23,45478260736,Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc.
KLAC,Technology,Semiconductor Equipment & Materials,2025-04-23,94195621888,KLA Corporation,KLA Corporation
KHC,Consumer Defensive,Packaged Foods,2025-04-29,36698140672,The Kraft Heinz Company,The Kraft Heinz Company
LRCX,Technology,Semiconductor Equipment & Materials,2025-04-22,98508070912,Lam Research Corporation,Lam Research Corporation
LIN,Basic Materials,Specialty Chemicals,2025-04-30,220873539584,Linde plc,Linde plc
LULU,Consumer Cyclical,Apparel Retail,2025-03-19,44525445120,lululemon athletica inc.,Lululemon Athletica Inc.
MAR,Consumer Cyclical,Lodging,2025-04-29,77318668288,Marriott International,"Marriott International, Inc."
MRVL,Technology,Semiconductors,2025-03-06,79451840512,"Marvell Technology, Inc.","Marvell Technology, Inc."
MELI,Consumer Cyclical,Internet Retail,2025-04-30,107573297152,"MercadoLibre, Inc.","MercadoLibre, Inc."
META,Communication Services,Internet Content & Information,2025-04-22,1692991619072,"Meta Platforms, Inc.","Meta Platforms, Inc."
MCHP,Technology,Semiconductors,2025-05-05,31656028160,Microchip Technology Incorporat,Microchip Technology Incorporated
MU,Technology,Semiconductors,2025-03-20,104319729664,"Micron Technology, Inc.","Micron Technology, Inc."
MSFT,Technology,Software - Infrastructure,2025-04-23,2951215579136,Microsoft Corporation,Microsoft Corporation
MSTR,Technology,Software - Application,2025-04-28,66484850688,MicroStrategy Incorporated,MicroStrategy Incorporated
MDLZ,Consumer Defensive,Confectioners,2025-04-28,83083436032,"Mondelez International, Inc.","Mondelez International, Inc."
MDB,Technology,Software - Infrastructure,2025-03-05,21430128640,"MongoDB, Inc.","MongoDB, Inc."
MNST,Consumer Defensive,Beverages - Non-Alcoholic,2025-04-30,53178769408,Monster Beverage Corporation,Monster Beverage Corporation
NFLX,Communication Services,Entertainment,2025-04-16,419441410048,"Netflix, Inc.","Netflix, Inc."
NVDA,Technology,Semiconductors,2025-05-20,3048047902720,NVIDIA Corporation,NVIDIA Corporation
NXPI,Technology,Semiconductors,2025-04-28,54677934080,NXP Semiconductors N.V.,NXP Semiconductors N.V.
ORLY,Consumer Cyclical,Specialty Retail,2025-04-22,78822490112,"O'Reilly Automotive, Inc.","O'Reilly Automotive, Inc."
ODFL,Industrials,Trucking,2025-04-22,37514190848,"Old Dominion Freight Line, Inc.","Old Dominion Freight Line, Inc."
ON,Technology,Semiconductors,2025-04-28,19827857408,ON Semiconductor Corporation,ON Semiconductor Corporation
PCAR,Industrials,Farm & Heavy Construction Machinery,2025-04-28,56279871488,PACCAR Inc.,PACCAR Inc
PLTR,Technology,Software - Infrastructure,2025-05-05,199167950848,Palantir Technologies Inc.,Palantir Technologies Inc.
PANW,Technology,Software - Infrastructure,2025-05-19,126083694592,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc."
PAYX,Technology,Software - Application,2025-03-31,54610755584,"Paychex, Inc.","Paychex, Inc."
PYPL,Financial Services,Credit Services,2025-04-28,70285647872,"PayPal Holdings, Inc.","PayPal Holdings, Inc."
PDD,Consumer Cyclical,Internet Retail,2025-03-18,157889265664,PDD Holdings Inc.,PDD Holdings Inc.
PEP,Consumer Defensive,Beverages - Non-Alcoholic,2025-04-21,210484117504,"Pepsico, Inc.","PepsiCo, Inc."
QCOM,Technology,Semiconductors,2025-04-29,173830012928,QUALCOMM Incorporated,QUALCOMM Incorporated
REGN,Healthcare,Biotechnology,2025-04-30,76389752832,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc."
ROP,Technology,Software - Application,2025-04-24,62766530560,"Roper Technologies, Inc.","Roper Technologies, Inc."
ROST,Consumer Cyclical,Apparel Retail,2025-03-04,46295638016,"Ross Stores, Inc.","Ross Stores, Inc."
SBUX,Consumer Cyclical,Restaurants,2025-04-28,131552051200,Starbucks Corporation,Starbucks Corporation
SNPS,Technology,Software - Infrastructure,2025-05-20,70704635904,"Synopsys, Inc.","Synopsys, Inc."
TTWO,Communication Services,Electronic Gaming & Multimedia,2025-05-14,37413621760,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc."
TMUS,Communication Services,Telecom Services,2025-04-23,307915882496,"T-Mobile US, Inc.","T-Mobile US, Inc."
TSLA,Consumer Cyclical,Auto Manufacturers,2025-04-23,942376026112,"Tesla, Inc.","Tesla, Inc."
TXN,Technology,Semiconductors,2025-04-21,178416173056,Texas Instruments Incorporated,Texas Instruments Incorporated
TTD,Technology,Software - Application,2025-05-05,34884976640,"The Trade Desk, Inc.","The Trade Desk, Inc."
VRSK,Industrials,Consulting Services,2025-04-29,41649348608,"Verisk Analytics, Inc.","Verisk Analytics, Inc."
VRTX,Healthcare,Biotechnology,2025-05-05,123205279744,Vertex Pharmaceuticals Incorpor,Vertex Pharmaceuticals Incorporated
WBD,Communication Services,Entertainment,2025-05-07,28131549184,"Warner Bros. Discovery, Inc. - ","Warner Bros. Discovery, Inc."
WDAY,Technology,Software - Application,2025-05-22,70048440320,"Workday, Inc.","Workday, Inc."
XEL,Utilities,Utilities - Regulated Electric,2025-04-23,41425272832,Xcel Energy Inc.,Xcel Energy Inc.
ZS,Technology,Software - Infrastructure,2025-03-05,30109335552,"Zscaler, Inc.","Zscaler, Inc."
A,Healthcare,Diagnostics & Research,2025-05-27,36486877184,"Agilent Technologies, Inc.","Agilent Technologies, Inc."
AA,Basic Materials,Aluminum,2025-04-15,8607893504,Alcoa Corporation,Alcoa Corporation
AACG,Consumer Defensive,Education & Training Services,2025-03-24,26107600,ATA Creativity Global,ATA Creativity Global
AACT,Financial Services,Shell Companies,2025-03-03,691875008,Ares Acquisition Corporation II,Ares Acquisition Corporation II
AADI,Healthcare,Biotechnology,2025-03-11,63223296,"Aadi Bioscience, Inc.","Aadi Bioscience, Inc."
AAL,Industrials,Airlines,2025-04-23,9436216320,"American Airlines Group, Inc.",American Airlines Group Inc.
AAME,Financial Services,Insurance - Life,2025-03-31,31415692,Atlantic American Corporation,Atlantic American Corporation
AAMI,Financial Services,Asset Management,2025-04-30,924547776,Acadian Asset Management Inc.,Acadian Asset Management Inc.
AAOI,Technology,Communication Equipment,2025-05-07,1079726592,"Applied Optoelectronics, Inc.","Applied Optoelectronics, Inc."
AAON,Industrials,Building Products & Equipment,2025-04-30,6266672640,"AAON, Inc.","AAON, Inc."
AAP,Consumer Cyclical,Specialty Retail,2025-05-27,2206358016,Advance Auto Parts Inc.,"Advance Auto Parts, Inc."
AAT,Real Estate,REIT - Diversified,2025-04-28,1736602624,"American Assets Trust, Inc.","American Assets Trust, Inc."
AB,Financial Services,Asset Management,2025-04-23,4162559744,AllianceBernstein Holding L.P.,AllianceBernstein Holding L.P.
ABAT,Basic Materials,Other Industrial Metals & Mining,2025-05-13,84658000,American Battery Technology Com,American Battery Technology Company
ABBV,Healthcare,Drug Manufacturers - General,2025-04-24,369011097600,AbbVie Inc.,AbbVie Inc.
ABCB,Financial Services,Banks - Regional,2025-04-23,4460450304,Ameris Bancorp,Ameris Bancorp
ABCL,Healthcare,Biotechnology,2025-05-05,770299008,AbCellera Biologics Inc.,AbCellera Biologics Inc.
ABEO,Healthcare,Biotechnology,2025-03-17,228429936,Abeona Therapeutics Inc.,Abeona Therapeutics Inc.
ABEV,Consumer Defensive,Beverages - Brewers,2025-05-08,33298018304,Ambev S.A.,Ambev S.A.
ABG,Consumer Cyclical,Auto & Truck Dealerships,2025-04-23,5272825344,Asbury Automotive Group Inc,"Asbury Automotive Group, Inc."
ABL,Financial Services,Insurance - Life,2025-03-27,751894208,"Abacus Life, Inc.","Abacus Life, Inc."
ABLLL,N/A,N/A,2025-03-27,N/A,"Abacus Life, Inc. - 9.875% Fixe","Abacus Life, Inc. 9.875% Fixed Rate Senior Notes due 2028"
ABM,Industrials,Specialty Business Services,2025-03-12,3380043264,ABM Industries Incorporated,ABM Industries Incorporated
ABOS,Healthcare,Biotechnology,2025-03-24,76902144,"Acumen Pharmaceuticals, Inc.","Acumen Pharmaceuticals, Inc."
ABR,Real Estate,REIT - Mortgage,2025-05-01,2338491648,Arbor Realty Trust,"Arbor Realty Trust, Inc."
ABSI,Healthcare,Biotechnology,2025-03-19,442195584,Absci Corporation,Absci Corporation
ABT,Healthcare,Medical Devices,2025-04-15,239353495552,Abbott Laboratories,Abbott Laboratories
ABUS,Healthcare,Biotechnology,2025-03-03,653747392,Arbutus Biopharma Corporation,Arbutus Biopharma Corporation
ABVC,Healthcare,Biotechnology,2025-03-11,16350195,"ABVC Biopharma, Inc.","ABVC BioPharma, Inc."
ABVX,Healthcare,Biotechnology,2025-03-24,490694400,Abivax SA,ABIVAX Société Anonyme
AC,Financial Services,Asset Management,2025-05-07,789338176,"Associated Capital Group, Inc.","Associated Capital Group, Inc."
ACA,Industrials,Engineering & Construction,2025-04-30,4091397888,"Arcosa, Inc.","Arcosa, Inc."
ACAD,Healthcare,Biotechnology,2025-05-06,3269064192,ACADIA Pharmaceuticals Inc.,ACADIA Pharmaceuticals Inc.
ACB,Healthcare,Drug Manufacturers - Specialty & Generic,2025-02-05,280024672,Aurora Cannabis Inc.,Aurora Cannabis Inc.
ACCD,Healthcare,Health Information Services,2025-04-23,569301248,"Accolade, Inc.","Accolade, Inc."
ACCO,Industrials,Business Equipment & Supplies,2025-04-30,433754272,Acco Brands Corporation,ACCO Brands Corporation
ACCS,Communication Services,Advertising Agencies,2025-03-06,37112928,ACCESS Newswire Inc.,ACCESS Newswire Inc.
ACDC,Energy,Oil & Gas Equipment & Services,2025-03-06,1151457024,ProFrac Holding Corp.,ProFrac Holding Corp.
ACEL,Consumer Cyclical,Gambling,2025-05-06,922669184,"Accel Entertainment, Inc.","Accel Entertainment, Inc."
ACET,Healthcare,Biotechnology,2025-03-17,74062024,"Adicet Bio, Inc.","Adicet Bio, Inc."
ACGL,Financial Services,Insurance - Diversified,2025-04-28,34874421248,Arch Capital Group Ltd.,Arch Capital Group Ltd.
ACGLN,Financial Services,Insurance - Diversified,2025-04-28,N/A,Arch Capital Group Ltd. - Depos,Arch Capital Group Ltd.
ACGLO,Financial Services,Insurance - Diversified,2025-04-28,12717171712,Arch Capital Group Ltd. - Depos,Arch Capital Group Ltd.
ACHC,Healthcare,Medical Care Facilities,2025-04-29,2785531648,"Acadia Healthcare Company, Inc.","Acadia Healthcare Company, Inc."
ACHL,Healthcare,Biotechnology,2025-04-02,58948632,Achilles Therapeutics plc,Achilles Therapeutics plc
ACHR,Industrials,Aerospace & Defense,2025-05-07,4816982528,Archer Aviation Inc.,Archer Aviation Inc.
ACHV,Healthcare,Biotechnology,2025-03-26,105576992,"Achieve Life Sciences, Inc.","Achieve Life Sciences, Inc."
ACI,Consumer Defensive,Grocery Stores,2024-12-16,12190135296,"Albertsons Companies, Inc.","Albertsons Companies, Inc."
ACIC,Financial Services,Insurance - Property & Casualty,2025-05-07,585208704,American Coastal Insurance Corp,American Coastal Insurance Corporation
ACIU,Healthcare,Biotechnology,2025-03-12,251315488,AC Immune SA,AC Immune SA
ACIW,Technology,Software - Infrastructure,2025-04-28,6041019392,"ACI Worldwide, Inc.","ACI Worldwide, Inc."
ACLS,Technology,Semiconductor Equipment & Materials,2025-04-29,1773278336,"Axcelis Technologies, Inc.","Axcelis Technologies, Inc."
ACM,Industrials,Engineering & Construction,2025-05-05,13275634688,AECOM,AECOM
ACMR,Technology,Semiconductor Equipment & Materials,2025-05-06,1624565120,"ACM Research, Inc.","ACM Research, Inc."
ACN,Technology,Information Technology Services,2025-03-20,217979781120,Accenture plc,Accenture plc
ACNB,Financial Services,Banks - Regional,2025-04-23,433835424,ACNB Corporation,ACNB Corporation
ACNT,Basic Materials,Steel,2025-03-04,112649680,Ascent Industries Co.,Ascent Industries Co.
ACR,Real Estate,REIT - Mortgage,2025-03-05,162242992,ACRES Commercial Realty Corp.,ACRES Commercial Realty Corp.
ACRE,Real Estate,REIT - Mortgage,2025-05-07,268250720,Ares Commercial Real Estate Cor,Ares Commercial Real Estate Corporation
ACRS,Healthcare,Diagnostics & Research,2025-05-05,212967808,"Aclaris Therapeutics, Inc.","Aclaris Therapeutics, Inc."
ACT,Financial Services,Insurance - Specialty,2025-04-29,5280389632,"Enact Holdings, Inc.","Enact Holdings, Inc."
ACTG,Industrials,Business Equipment & Supplies,2025-03-12,408946432,Acacia Research Corporation,Acacia Research Corporation
ACU,Consumer Defensive,Household & Personal Products,2025-04-17,146253280,Acme,Acme United Corporation
ACVA,Consumer Cyclical,Auto & Truck Dealerships,2025-05-06,2860751616,ACV Auctions Inc.,ACV Auctions Inc.
ACXP,Healthcare,Biotechnology,2025-03-18,13859160,"Acurx Pharmaceuticals, Inc.","Acurx Pharmaceuticals, Inc."
ADAG,Healthcare,Biotechnology,2025-03-27,88984304,Adagene Inc.,Adagene Inc.
ADAP,Healthcare,Biotechnology,2025-03-04,138176832,Adaptimmune Therapeutics plc,Adaptimmune Therapeutics plc
ADC,Real Estate,REIT - Retail,2025-04-21,7940584960,Agree Realty Corporation,Agree Realty Corporation
ADCT,Healthcare,Biotechnology,2025-03-10,170173696,ADC Therapeutics SA,ADC Therapeutics SA
ADEA,Technology,Software - Application,2025-05-05,1690041472,Adeia Inc.,Adeia Inc.
ADIL,Healthcare,Biotechnology,2025-03-31,5082553,"Adial Pharmaceuticals, Inc","Adial Pharmaceuticals, Inc."
ADM,Consumer Defensive,Farm Products,2025-04-28,22642171904,Archer-Daniels-Midland Company,Archer-Daniels-Midland Company
ADMA,Healthcare,Biotechnology,2025-03-03,3874432000,ADMA Biologics Inc,"ADMA Biologics, Inc."
ADN,Industrials,Electrical Equipment & Parts,2024-12-27,13288010,"Advent Technologies Holdings, I","Advent Technologies Holdings, Inc."
ADNT,Consumer Cyclical,Auto Parts,2025-05-01,1328654720,Adient plc,Adient plc
ADPT,Healthcare,Biotechnology,2025-05-05,1220613248,Adaptive Biotechnologies Corpor,Adaptive Biotechnologies Corporation
ADSE,Industrials,Electrical Equipment & Parts,2025-02-11,798094528,ADS-TEC ENERGY PLC,ADS-TEC Energy PLC
ADT,Industrials,Security & Protection Services,2025-04-23,7178558976,ADT Inc.,ADT Inc.
ADTN,Technology,Communication Equipment,2025-05-05,838263360,"ADTRAN Holdings, Inc.","ADTRAN Holdings, Inc."
ADTX,Healthcare,Biotechnology,2025-04-14,4867680,"Aditxt, Inc.","Aditxt, Inc."
ADUR,Industrials,Pollution & Treatment Controls,2025-04-28,148779888,Aduro Clean Technologies Inc.,Aduro Clean Technologies Inc.
ADUS,Healthcare,Medical Care Facilities,2025-05-05,1740418560,Addus HomeCare Corporation,Addus HomeCare Corporation
ADV,Communication Services,Advertising Agencies,2025-03-07,805092480,Advantage Solutions Inc.,Advantage Solutions Inc.
ADVM,Healthcare,Biotechnology,2025-03-17,97979776,"Adverum Biotechnologies, Inc.","Adverum Biotechnologies, Inc."
ADX,Financial Services,Asset Management,2025-04-16,2363197184,Adams Diversified Equity Fund I,"Adams Diversified Equity Fund, Inc."
ADXN,Healthcare,Biotechnology,2025-03-24,9086075,Addex Therapeutics Ltd,Addex Therapeutics Ltd
AEE,Utilities,Utilities - Regulated Electric,2025-04-30,27411650560,Ameren Corporation,Ameren Corporation
AEF,Financial Services,Asset Management,2025-03-11,208285184,27762,"abrdn Emerging Markets ex-China Fund, Inc."
AEG,Financial Services,Insurance - Diversified,2025-02-20,10366458880,Aegon Ltd. New York Registry Sh,Aegon Ltd.
AEHR,Technology,Semiconductor Equipment & Materials,2025-04-07,286421760,Aehr Test Systems,"Aehr Test Systems, Inc."
AEIS,Industrials,Electrical Equipment & Parts,2025-04-29,4344408064,"Advanced Energy Industries, Inc","Advanced Energy Industries, Inc."
AEM,Basic Materials,Gold,2025-04-23,48456376320,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited
AEMD,Healthcare,Medical Devices,2025-02-12,7484441,"Aethlon Medical, Inc.","Aethlon Medical, Inc."
AENT,Communication Services,Entertainment,2025-05-07,211899584,Alliance Entertainment Holding ,Alliance Entertainment Holding Corporation
AEO,Consumer Cyclical,Apparel Retail,2025-03-12,2514615296,"American Eagle Outfitters, Inc.","American Eagle Outfitters, Inc."
AER,Industrials,Rental & Leasing Services,2025-04-29,19257327616,AerCap Holdings N.V.,AerCap Holdings N.V.
AES,Utilities,Utilities - Diversified,2025-04-30,8241347584,The AES Corporation,The AES Corporation
AESI,Energy,Oil & Gas Equipment & Services,2025-05-05,3211324160,Atlas Energy Solutions Inc.,Atlas Energy Solutions Inc.
AEVA,Technology,Software - Infrastructure,2025-03-19,192900416,"Aeva Technologies, Inc.","Aeva Technologies, Inc."
AEYE,Technology,Software - Application,2025-03-12,158437088,"AudioEye, Inc.","AudioEye, Inc."
AFB,Financial Services,Asset Management,2025-03-20,324817376,AllianceBernstein National Muni,"AllianceBernstein National Municipal Income Fund, Inc."
AFBI,Financial Services,Banks - Regional,2025-04-24,126525504,"Affinity Bancshares, Inc.","Affinity Bancshares, Inc."
AFCG,Real Estate,REIT - Mortgage,2025-03-13,187256528,Advanced Flower Capital Inc.,Advanced Flower Capital Inc.
AFG,Financial Services,Insurance - Property & Casualty,2025-04-29,10605258752,"American Financial Group, Inc.","American Financial Group, Inc."
AFL,Financial Services,Insurance - Life,2025-04-29,59834990592,AFLAC Incorporated,Aflac Incorporated
AFMD,Healthcare,Biotechnology,2025-03-24,16884068,Affimed N.V.,Affimed N.V.
AFRM,Technology,Software - Infrastructure,2025-05-06,20403292160,"Affirm Holdings, Inc.","Affirm Holdings, Inc."
AFYA,Consumer Defensive,Education & Training Services,2025-03-12,1515906944,Afya Limited,Afya Limited
AG,Basic Materials,Silver,2025-05-06,2599563264,First Majestic Silver Corp.,First Majestic Silver Corp.
AGAE,Communication Services,Entertainment,2025-03-25,48079952,Allied Gaming & Entertainment I,Allied Gaming & Entertainment Inc.
AGCO,Industrials,Farm & Heavy Construction Machinery,2025-04-30,7232216576,AGCO Corporation,AGCO Corporation
AGEN,Healthcare,Biotechnology,2025-03-11,67293912,Agenus Inc.,Agenus Inc.
AGFY,Industrials,Farm & Heavy Construction Machinery,2025-04-14,40801312,Agrify Corporation,Agrify Corporation
AGI,Basic Materials,Gold,2025-04-21,9622117376,Alamos Gold Inc.,Alamos Gold Inc.
AGIO,Healthcare,Biotechnology,2025-04-30,2036306944,"Agios Pharmaceuticals, Inc.","Agios Pharmaceuticals, Inc."
AGL,Healthcare,Medical Care Facilities,2025-05-05,1286385280,"agilon health, inc.","agilon health, inc."
AGM,Financial Services,Credit Services,2025-05-05,2202510592,Federal Agricultural Mortgage C,Federal Agricultural Mortgage Corporation
AGNC,Real Estate,REIT - Mortgage,2025-04-21,9391390720,AGNC Investment Corp.,AGNC Investment Corp.
AGNCL,Real Estate,REIT - Mortgage,2025-04-21,N/A,AGNC Investment Corp. - Deposit,AGNC Investment Corp.
AGNCM,Real Estate,REIT - Mortgage,2025-04-21,9029572608,AGNC Investment Corp. - Deposit,AGNC Investment Corp.
AGNCN,Real Estate,REIT - Mortgage,2025-04-21,8861035520,AGNC Investment Corp. - Deposit,AGNC Investment Corp.
AGNCO,Real Estate,REIT - Mortgage,2025-04-21,N/A,AGNC Investment Corp. - Deposit,AGNC Investment Corp.
AGNCP,Real Estate,REIT - Mortgage,2025-04-21,N/A,AGNC Investment Corp. - Deposit,AGNC Investment Corp.
AGO,Financial Services,Insurance - Specialty,2025-05-05,4373635072,Assured Guaranty Ltd.,Assured Guaranty Ltd.
AGRO,Consumer Defensive,Farm Products,2025-03-13,1076939136,Adecoagro S.A.,Adecoagro S.A.
AGS,Consumer Cyclical,Gambling,2025-03-03,496032800,"PlayAGS, Inc.","PlayAGS, Inc."
AGX,Industrials,Engineering & Construction,2025-04-09,1769785728,"Argan, Inc.","Argan, Inc."
AGYS,Technology,Software - Application,2025-05-12,2264804352,"Agilysys, Inc.","Agilysys, Inc."
AHCO,Healthcare,Medical Devices,2025-05-05,1534786560,AdaptHealth Corp.,AdaptHealth Corp.
AHH,Real Estate,REIT - Diversified,2025-05-07,932550336,"Armada Hoffler Properties, Inc.","Armada Hoffler Properties, Inc."
AHR,Real Estate,REIT - Healthcare Facilities,2025-02-27,4690346496,"American Healthcare REIT, Inc.","American Healthcare REIT, Inc."
AHT,Real Estate,REIT - Hotel & Motel,2025-01-13,48415208,Ashford Hospitality Trust Inc,"Ashford Hospitality Trust, Inc."
AI,Technology,Software - Application,2025-05-27,3026574336,"C3.ai, Inc.","C3.ai, Inc."
AIFU,Financial Services,Insurance Brokers,2025-03-18,22109436,AIX Inc.,AIX Inc.
AIG,Financial Services,Insurance - Diversified,2025-04-29,49211039744,"American International Group, I","American International Group, Inc."
AIM,Healthcare,Biotechnology,2025-03-31,9281831,AIM ImmunoTech Inc.,AIM ImmunoTech Inc.
AIMD,Healthcare,Medical Devices,2025-03-06,7515041,"Ainos, Inc.","Ainos, Inc."
AIN,Consumer Cyclical,Textile Manufacturing,2025-04-28,2366012928,Albany International Corporatio,Albany International Corp.
AIO,,,2025-04-03,818689472,AllianzGI Artificial Intelligen,Virtus Artificial Intelligence & Technology Opportunities Fund
AIOT,Technology,Software - Infrastructure,2025-02-10,934188480,"PowerFleet, Inc.","PowerFleet, Inc."
AIP,Technology,Semiconductors,2025-04-30,372628640,"Arteris, Inc.","Arteris, Inc."
AIR,Industrials,Aerospace & Defense,2025-03-19,2335167232,AAR Corp.,AAR Corp.
AIRG,Technology,Communication Equipment,2025-05-06,65798684,"Airgain, Inc.","Airgain, Inc."
AIRI,Industrials,Aerospace & Defense,2025-03-31,13801874,Air Industries Group,Air Industries Group
AIRS,Healthcare,Medical Care Facilities,2025-04-28,262496224,"AirSculpt Technologies, Inc.","AirSculpt Technologies, Inc."
